iter	Logloss
0	0.1010225627
1	0.04834989395
2	0.03313538798
3	0.02488224868
4	0.02040386488
5	0.01937724013
6	0.01678104106
7	0.01552397702
8	0.01378458671
9	0.01172161315
10	0.01045521898
11	0.01019531308
12	0.00940503911
13	0.00885397418
14	0.008650266069
15	0.008245433804
16	0.007719607916
17	0.007437269118
18	0.007273576959
19	0.00622883772
20	0.005852231403
21	0.005581706804
22	0.005460913192
23	0.005187599087
24	0.005069500934
25	0.004957408332
26	0.004842351273
27	0.004743671595
28	0.004690403916
29	0.004550056534
30	0.004415930699
31	0.004335019575
32	0.004233481019
33	0.004124243822
34	0.004026525819
35	0.003981897372
36	0.003922423451
37	0.003905735351
38	0.003823365873
39	0.003775803962
40	0.00377580156
41	0.003775761077
42	0.003775761077
43	0.003775761077
44	0.003775749333
45	0.003775757044
46	0.003775741919
47	0.003775723116
48	0.003775708139
49	0.003775708139
50	0.003775706003
51	0.003775706211
52	0.003775706211
53	0.003775688594
54	0.003775688594
55	0.003775692894
56	0.003775692894
57	0.003775688357
58	0.003775688357
59	0.003775688357
60	0.003725461027
61	0.003725440119
62	0.003725411707
63	0.003725383651
64	0.003725370038
65	0.003725379202
66	0.003725322052
67	0.003725325937
68	0.003725297525
69	0.003725261372
70	0.003725207751
71	0.003725204044
72	0.00372516371
73	0.003725128269
74	0.003725132836
75	0.003725072216
76	0.003725048045
77	0.003725105077
78	0.003725081054
79	0.00372504072
80	0.003725027225
81	0.003725008482
82	0.003725021887
83	0.003724953259
84	0.00372490646
85	0.003724833561
86	0.003724795451
87	0.00372481111
88	0.003724744321
89	0.003724758083
90	0.003724717808
91	0.003724759477
92	0.003724711283
93	0.003724697462
94	0.003724673291
95	0.003724692183
96	0.003724641143
97	0.003724637465
98	0.003724617031
99	0.003724598732
